Date,value,Model_fit,Test_Predictions,mae_base_test,mape_base_test,mae_train_base,mape_train_base
2010-3,81.485,0.0,,3.006323553135753,0.03926833239873402,4.23396263123877,0.06708068132839558
2010-4,84.29285714285714,81.48577048045371,,,,,
2010-5,73.7435,85.08110005726415,,,,,
2010-6,75.3359090909091,70.04895610585825,,,,,
2010-7,76.31952380952382,76.74207192618748,,,,,
2010-8,76.59909090909092,77.448886390805,,,,,
2010-9,75.24190476190476,76.00334440151202,,,,,
2010-10,81.89285714285714,74.78006002584011,,,,,
2010-11,84.25285714285714,84.11520113086314,,,,,
2010-12,89.14590909090909,84.44028049909592,,,,,
2011-1,89.1705,89.82627022474061,,,,,
2011-2,88.57842105263158,88.77876080392525,,,,,
2011-3,102.85652173913043,88.09302660199,,,,,
2011-4,109.5325,107.56055447536782,,,,,
2011-5,100.90047619047618,110.22025572677406,,,,,
2011-6,96.26409090909091,96.35329489953571,,,,,
2011-7,97.3035,95.75905487749735,,,,,
2011-8,86.33304347826088,99.08598965260438,,,,,
2011-9,85.51523809523809,82.82839101441843,,,,,
2011-10,86.32238095238095,86.08015607831146,,,,,
2011-11,97.16047619047619,87.59776883297728,,,,,
2011-12,98.56285714285715,100.0421402046771,,,,,
2012-1,100.2735,97.80737419601618,,,,,
2012-2,102.204,99.81178702678879,,,,,
2012-3,106.15772727272729,102.98279967621234,,,,,
2012-4,103.321,107.11228889655433,,,,,
2012-5,94.65454545454546,101.95754340440807,,,,,
2012-6,82.30333333333333,92.00661347029006,,,,,
2012-7,87.8952380952381,79.73945479044689,,,,,
2012-8,94.13130434782609,91.46207432835168,,,,,
2012-9,94.51368421052632,96.1446771333041,,,,,
2012-10,89.4913043478261,93.01692314485015,,,,,
2012-11,86.53142857142858,87.62243253947808,,,,,
2012-12,87.8595,86.35362397154215,,,,,
2013-1,94.75666666666667,88.99721716759798,,,,,
2013-2,95.30894736842104,96.79240437316203,,,,,
2013-3,92.9385,94.55099890977083,,,,,
2013-4,92.02136363636363,91.6391534703643,,,,,
2013-5,94.50954545454546,92.22603793044425,,,,,
2013-6,95.77250000000001,95.59256653152154,,,,,
2013-7,104.67090909090908,95.88783120441704,,,,,
2013-8,106.57272727272726,107.06561053162265,,,,,
2013-9,106.2895,106.27228132652793,,,,,
2013-10,100.53826086956522,105.33637154455592,,,,,
2013-11,93.864,99.00664001202472,,,,,
2013-12,97.6252380952381,92.47362986281675,,,,,
2014-1,94.61714285714285,99.92353919907278,,,,,
2014-2,100.81736842105263,93.60322080586991,,,,,
2014-3,100.80380952380953,102.45169593909323,,,,,
2014-4,102.06904761904761,100.58382049521379,,,,,
2014-5,102.17714285714285,101.82689056604947,,,,,
2014-6,105.7942857142857,102.35105751788203,,,,,
2014-7,103.58863636363638,106.80314703272506,,,,,
2014-8,96.53619047619047,102.58508815377863,,,,,
2014-9,93.21190476190476,94.27548295143222,,,,,
2014-10,84.39695652173914,93.22426510264201,,,,,
2014-11,75.78947368421052,82.4747745811976,,,,,
2014-12,59.29045454545455,73.9705898527025,,,,,
2015-1,47.219,55.608317976165175,,,,,
2015-2,50.58421052631579,45.45322770007963,,,,,
2015-3,47.82363636363636,53.82398858269766,,,,,
2015-4,54.45285714285714,46.90618133731192,,,,,
2015-5,59.265,55.99603040741077,,,,,
2015-6,59.819545454545455,60.46393851641328,,,,,
2015-7,50.90090909090909,58.84677930330457,,,,,
2015-8,42.86761904761905,47.96525184774145,,,,,
2015-9,45.47952380952381,41.430073880781265,,,,,
2015-10,46.22363636363636,47.852593550960876,,,,,
2015-11,42.4435,46.46619801522426,,,,,
2015-12,37.18863636363636,40.635199881459144,,,,,
2016-1,31.683157894736844,35.98748785140623,,,,,
2016-2,30.323,30.842397123602968,,,,,
2016-3,37.54636363636364,30.72163103430097,,,,,
2016-4,40.7552380952381,40.15212135358521,,,,,
2016-5,46.712380952380954,40.90045724594749,,,,,
2016-6,48.75727272727273,47.59101542981157,,,,,
2016-7,44.6515,48.84136265703682,,,,,
2016-8,44.72434782608696,42.82062408404211,,,,,
2016-9,45.18238095238095,45.248598982299654,,,,,
2016-10,49.775238095238095,45.74121566746224,,,,,
2016-11,45.66095238095238,50.973759527178714,,,,,
2016-12,51.9704761904762,43.88638069499329,,,,,
2017-1,52.504,53.98849000287015,,,,,
2017-2,53.46842105263158,52.569255132903905,,,,,
2017-3,49.32782608695652,53.02129437663331,,,,,
2017-4,51.060526315789474,48.17185615500634,,,,,
2017-5,48.47636363636364,51.95931754030655,,,,,
2017-6,45.177727272727275,47.879466597712884,,,,,
2017-7,46.630526315789474,44.093000836677334,,,,,
2017-8,48.03695652173913,47.69958487823093,,,,,
2017-9,49.822,48.48668446572323,,,,,
2017-10,51.57772727272727,49.97452067916012,,,,,
2017-11,56.63857142857143,51.891058525337,,,,,
2017-12,57.8815,57.94877776503972,,,,,
2018-1,63.698571428571434,57.691747258821664,,,,,
2018-2,62.22947368421052,65.04227088839653,,,,,
2018-3,62.724761904761905,61.30378393933375,,,,,
2018-4,66.25380952380952,62.603816995265866,,,,,
2018-5,69.97818181818182,67.67068717479849,,,,,
2018-6,67.87333333333333,70.67675575805096,,,,,
2018-7,70.98142857142857,66.57730019625144,,,,,
2018-8,68.05565217391305,72.00571403212457,,,,,
2018-9,70.2321052631579,67.16632316827298,,,,,
2018-10,70.74869565217391,70.8577919829346,,,,,
2018-11,56.963499999999996,71.06329700762626,,,,,
2018-12,49.522777777777776,52.32464597313267,,,,,
2019-1,51.37571428571429,48.648614942486866,,,,,
