Date,value,Model_fit,Test_Predictions,mae_base_test,mape_base_test,mae_train_base,mape_train_base
2010-3,81.485,0.0,,3.904914518388201,0.05402451690892531,7.336451354989347,0.11551407733916602
2010-4,84.29285714285714,162.97156199175691,,,,,
2010-5,73.7435,74.92456823988654,,,,,
2010-6,75.3359090909091,49.83700075393585,,,,,
2010-7,76.31952380952382,75.35291900673627,,,,,
2010-8,76.59909090909092,76.31623177812178,,,,,
2010-9,75.24190476190476,81.19517720861872,,,,,
2010-10,81.89285714285714,72.98132639110922,,,,,
2010-11,84.25285714285714,89.71283442104735,,,,,
2010-12,89.14590909090909,87.76087118906149,,,,,
2011-1,89.1705,96.25120457579177,,,,,
2011-2,88.57842105263158,87.20391494159254,,,,,
2011-3,102.85652173913043,87.06823867998231,,,,,
2011-4,109.5325,118.79141527336247,,,,,
2011-5,100.90047619047618,119.37324649497552,,,,,
2011-6,96.26409090909091,91.43707615879347,,,,,
2011-7,97.3035,84.2018941696755,,,,,
2011-8,86.33304347826088,95.2710593310018,,,,,
2011-9,85.51523809523809,75.9051731637598,,,,,
2011-10,86.32238095238095,85.16801132228274,,,,,
2011-11,97.16047619047619,86.51857854045254,,,,,
2011-12,98.56285714285715,115.0635884621882,,,,,
2012-1,100.2735,101.8009231940758,,,,,
2012-2,102.204,102.5737306164122,,,,,
2012-3,106.15772727272729,100.6379955953364,,,,,
2012-4,103.321,110.82254789903317,,,,,
2012-5,94.65454545454546,99.57435530903851,,,,,
2012-6,82.30333333333333,82.86230598935435,,,,,
2012-7,87.8952380952381,64.2929344498908,,,,,
2012-8,94.13130434782609,94.44961409969272,,,,,
2012-9,94.51368421052632,105.53205448944911,,,,,
2012-10,89.4913043478261,100.60888720529047,,,,,
2012-11,86.53142857142858,81.25128419531401,,,,,
2012-12,87.8595,79.88451083868728,,,,,
2013-1,94.75666666666667,88.91533124984353,,,,,
2013-2,95.30894736842104,105.40252366948147,,,,,
2013-3,92.9385,97.91436961204448,,,,,
2013-4,92.02136363636363,89.71494718275622,,,,,
2013-5,94.50954545454546,87.96185988406165,,,,,
2013-6,95.77250000000001,97.24694950000973,,,,,
2013-7,104.67090909090908,98.5098116801232,,,,,
2013-8,106.57272727272726,116.38658254811612,,,,,
2013-9,106.2895,108.96318571089077,,,,,
2013-10,100.53826086956522,105.90857569403337,,,,,
2013-11,93.864,89.90245014943109,,,,,
2013-12,97.6252380952381,84.14765616813182,,,,,
2014-1,94.61714285714285,101.57711045315084,,,,,
2014-2,100.81736842105263,93.27626714792504,,,,,
2014-3,100.80380952380953,110.97500163721048,,,,,
2014-4,102.06904761904761,99.88894959043398,,,,,
2014-5,102.17714285714285,105.00537034167634,,,,,
2014-6,105.7942857142857,100.03840903923981,,,,,
2014-7,103.58863636363638,110.38212866456246,,,,,
2014-8,96.53619047619047,100.71632923465859,,,,,
2014-9,93.21190476190476,87.53062650406764,,,,,
2014-10,84.39695652173914,86.83460134153033,,,,,
2014-11,75.78947368421052,73.6458131645456,,,,,
2014-12,59.29045454545455,66.71357817981006,,,,,
2015-1,47.219,38.73498723604962,,,,,
2015-2,50.58421052631579,33.52112780436782,,,,,
2015-3,47.82363636363636,56.38439423286954,,,,,
2015-4,54.45285714285714,50.76299493010093,,,,,
2015-5,59.265,67.2574762719229,,,,,
2015-6,59.819545454545455,64.60469468316714,,,,,
2015-7,50.90090909090909,62.28888583167378,,,,,
2015-8,42.86761904761905,37.35055171345818,,,,,
2015-9,45.47952380952381,30.010245442426104,,,,,
2015-10,46.22363636363636,47.42870581114464,,,,,
2015-11,42.4435,50.654001095787976,,,,,
2015-12,37.18863636363636,40.97973303903496,,,,,
2016-1,31.683157894736844,29.21335066421009,,,,,
2016-2,30.323,23.829357563894387,,,,,
2016-3,37.54636363636364,29.350855210053457,,,,,
2016-4,40.7552380952381,48.333162467460035,,,,,
2016-5,46.712380952380954,47.63287913092263,,,,,
2016-6,48.75727272727273,55.25874563648029,,,,,
2016-7,44.6515,49.23772488496905,,,,,
2016-8,44.72434782608696,38.65177625327964,,,,,
2016-9,45.18238095238095,42.13255696841604,,,,,
