Date, Value
2014-09-30,91.1700
2014-10-01,90.7400
2014-10-02,91.0200
2014-10-03,89.7600
2014-10-06,90.3300
2014-10-07,88.8900
2014-10-08,87.2900
2014-10-09,85.7600
2014-10-10,85.8700
2014-10-13,85.7300
2014-10-14,81.7200
2014-10-15,81.8200
2014-10-16,82.3300
2014-10-17,82.8000
2014-10-20,82.7600
2014-10-21,83.2500
2014-10-22,80.5200
2014-10-23,82.8100
2014-10-24,81.2700
2014-10-27,81.2600
2014-10-28,81.3600
2014-10-29,82.2500
2014-10-30,81.0600
2014-10-31,80.5300
2014-11-03,78.7700
2014-11-04,77.1500
2014-11-05,78.7100
2014-11-06,77.8700
2014-11-07,78.7100
2014-11-10,77.4300
2014-11-11,77.8500
2014-11-12,77.1600
2014-11-13,74.1300
2014-11-14,75.9100
2014-11-17,75.6400
2014-11-18,74.5500
2014-11-19,74.5500
2014-11-20,75.6300
2014-11-21,76.5200
2014-11-24,75.7400
2014-11-25,74.0400
2014-11-26,73.7000
2014-11-28,65.9400
2014-12-01,68.9800
2014-12-02,66.9900
2014-12-03,67.3000
2014-12-04,66.7300
2014-12-05,65.8900
2014-12-08,63.1300
2014-12-09,63.7400
2014-12-10,60.9900
2014-12-11,60.0100
2014-12-12,57.8100
2014-12-15,55.9600
2014-12-16,55.9700
2014-12-17,56.4300
2014-12-18,54.1800
2014-12-19,56.9100
2014-12-22,55.2500
2014-12-23,56.7800
2014-12-24,55.7000
2014-12-26,54.5900
2014-12-29,53.4600
2014-12-30,54.1400
2014-12-31,53.4500
2015-01-02,52.7200
2015-01-05,50.0500
2015-01-06,47.9800
2015-01-07,48.6900
2015-01-08,48.8000
2015-01-09,48.3500
2015-01-12,46.0600
2015-01-13,45.9200
2015-01-14,48.4900
2015-01-15,46.3700
2015-01-16,48.4900
2015-01-20,46.7900
2015-01-21,47.8500
2015-01-22,45.9300
2015-01-23,45.2600
2015-01-26,44.8000
2015-01-27,45.8400
2015-01-28,44.0800
2015-01-29,44.1200
2015-01-30,47.7900
2015-02-02,49.2500
2015-02-03,53.0400
2015-02-04,48.4500
2015-02-05,50.4800
2015-02-06,51.6600
2015-02-09,52.9900
2015-02-10,50.0600
2015-02-11,48.8000
2015-02-12,51.1700
2015-02-13,52.6600
2015-02-17,53.5600
2015-02-18,52.1300
2015-02-19,51.1200
2015-02-20,49.9500
2015-02-23,49.5600
2015-02-24,48.4800
2015-02-25,50.2500
2015-02-26,47.6500
2015-02-27,49.8400
2015-03-02,49.5900
2015-03-03,50.4300
2015-03-04,51.5300
2015-03-05,50.7600
2015-03-06,49.6100
2015-03-09,49.9500
2015-03-10,48.4200
2015-03-11,48.0600
2015-03-12,47.1200
2015-03-13,44.8800
2015-03-16,43.9300
2015-03-17,43.3900
2015-03-18,44.6300
2015-03-19,44.0200
2015-03-20,46.0000
2015-03-23,47.4000
2015-03-24,47.0300
2015-03-25,48.7500
2015-03-26,51.4100
2015-03-27,48.8300
2015-03-30,48.6600
2015-03-31,47.7200
2015-04-01,50.1200
2015-04-02,49.1300
2015-04-06,52.0800
2015-04-07,53.9500
2015-04-08,50.4400
2015-04-09,50.7900
2015-04-10,51.6300
2015-04-13,51.9500
2015-04-14,53.3000
2015-04-15,56.2500
2015-04-16,56.6900
2015-04-17,55.7100
2015-04-20,56.3700
2015-04-21,55.5800
2015-04-22,56.1700
2015-04-23,56.5900
2015-04-24,55.9800
2015-04-27,55.5600
2015-04-28,57.0500
2015-04-29,58.5500
2015-04-30,59.6200
2015-05-01,59.1000
2015-05-04,58.9200
2015-05-05,60.3800
2015-05-06,60.9300
2015-05-07,58.9900
2015-05-08,59.4100
2015-05-11,59.2300
2015-05-12,60.7200
2015-05-13,60.5000
2015-05-14,59.8900
2015-05-15,59.7300
2015-05-18,59.4400
2015-05-19,57.3000
2015-05-20,58.9600
2015-05-21,60.1800
2015-05-22,58.8800
2015-05-26,57.2900
2015-05-27,57.5100
2015-05-28,57.6900
2015-05-29,60.2500
2015-06-01,60.2400
2015-06-02,61.3000
2015-06-03,59.6700
2015-06-04,58.0000
2015-06-05,59.1100
2015-06-08,58.1500
2015-06-09,60.1500
2015-06-10,61.3600
2015-06-11,60.7400
2015-06-12,59.9600
2015-06-15,59.5300
2015-06-16,60.0100
2015-06-17,59.8900
2015-06-18,60.4100
2015-06-19,59.6200
2015-06-22,60.0100
2015-06-23,61.0500
2015-06-24,60.0100
2015-06-25,59.5900
2015-06-26,59.4100
2015-06-29,58.3400
2015-06-30,59.4800
2015-07-01,56.9400
2015-07-02,56.9300
2015-07-06,52.4800
2015-07-07,52.3300
2015-07-08,51.6100
2015-07-09,52.7600
2015-07-10,52.7400
2015-07-13,52.1900
2015-07-14,53.0500
2015-07-15,51.4000
2015-07-16,50.9000
2015-07-17,50.8800
2015-07-20,50.1100
2015-07-21,50.5900
2015-07-22,49.2700
2015-07-23,48.1100
2015-07-24,47.9800
2015-07-27,47.1700
2015-07-28,47.9700
2015-07-29,48.7700
2015-07-30,48.5300
2015-07-31,47.1100
2015-08-03,45.2500
2015-08-04,45.7500
2015-08-05,45.1300
2015-08-06,44.6900
2015-08-07,43.8700
2015-08-10,44.9400
2015-08-11,43.1100
2015-08-12,43.2200
2015-08-13,42.2700
2015-08-14,42.4500
2015-08-17,41.9300
2015-08-18,42.5800
2015-08-19,40.7500
2015-08-20,41.0000
2015-08-21,40.4500
2015-08-24,38.2200
2015-08-25,39.1500
2015-08-26,38.5000
2015-08-27,42.4700
2015-08-28,45.2900
2015-08-31,49.2000
2015-09-01,45.3800
2015-09-02,46.3000
2015-09-03,46.7500
2015-09-04,46.0200
2015-09-08,45.9200
2015-09-09,44.1300
2015-09-10,45.8500
2015-09-11,44.7500
2015-09-14,44.0700
2015-09-15,44.5800
2015-09-16,47.1200
2015-09-17,46.9300
2015-09-18,44.7100
2015-09-21,46.6700
2015-09-22,46.1700
2015-09-23,44.5300
2015-09-24,44.9400
2015-09-25,45.5500
2015-09-28,44.4000
2015-09-29,45.2400
2015-09-30,45.0600
2015-10-01,44.7500
2015-10-02,45.5400
2015-10-05,46.2800
2015-10-06,48.5300
2015-10-07,47.8600
2015-10-08,49.4600
2015-10-09,49.6700
2015-10-12,47.0900
2015-10-13,46.7000
2015-10-14,46.6300
2015-10-15,46.3800
2015-10-16,47.3000
2015-10-19,45.9100
2015-10-20,45.8400
2015-10-21,45.2200
2015-10-22,44.9000
2015-10-23,43.9100
2015-10-26,43.1900
2015-10-27,43.2100
2015-10-28,45.9300
2015-10-29,46.0200
2015-10-30,46.6000
2015-11-02,46.1200
2015-11-03,47.8800
2015-11-04,46.3200
2015-11-05,45.2700
2015-11-06,44.3200
2015-11-09,43.8700
2015-11-10,44.2300
2015-11-11,42.9500
2015-11-12,41.7400
2015-11-13,40.6900
2015-11-16,41.6800
2015-11-17,40.7300
2015-11-18,40.7500
2015-11-19,40.5500
2015-11-20,39.3900
2015-11-23,39.2700
2015-11-24,40.8900
2015-11-25,41.2200
2015-11-27,40.5700
2015-11-30,40.4300
2015-12-01,40.5800
2015-12-02,39.9300
2015-12-03,41.0800
2015-12-04,40.0000
2015-12-07,37.6400
2015-12-08,37.4600
2015-12-09,37.1600
2015-12-10,36.7600
2015-12-11,35.6500
2015-12-14,36.3100
2015-12-15,37.3200
2015-12-16,35.5500
2015-12-17,34.9800
2015-12-18,34.7200
2015-12-21,34.5500
2015-12-22,36.1200
2015-12-23,36.7600
2015-12-24,37.6200
2015-12-28,36.3600
2015-12-29,37.8800
2015-12-30,36.5900
2015-12-31,37.1300
2016-01-04,36.8100
2016-01-05,35.9700
2016-01-06,33.9700
2016-01-07,33.2900
2016-01-08,33.2000
2016-01-11,31.4200
2016-01-12,30.4200
2016-01-13,30.4200
2016-01-14,31.2200
2016-01-15,29.4500
2016-01-19,28.4700
2016-01-20,26.6800
2016-01-21,29.5500
2016-01-22,32.0700
2016-01-25,30.3100
2016-01-26,29.5400
2016-01-27,32.3200
2016-01-28,33.2100
2016-01-29,33.6600
2016-02-01,31.6200
2016-02-02,29.9000
2016-02-03,32.2900
2016-02-04,31.6300
2016-02-05,30.8600
2016-02-08,29.7100
2016-02-09,27.9600
2016-02-10,27.5400
2016-02-11,26.1900
2016-02-12,29.3200
2016-02-16,29.0500
2016-02-17,30.6800
2016-02-18,30.7700
2016-02-19,29.5900
2016-02-22,31.3700
2016-02-23,31.8400
2016-02-24,30.3500
2016-02-25,31.4000
2016-02-26,31.6500
2016-02-29,32.7400
2016-03-01,34.3900
2016-03-02,34.5700
2016-03-03,34.5600
2016-03-04,35.9100
2016-03-07,37.9000
2016-03-08,36.6700
2016-03-09,37.6200
2016-03-10,37.7700
2016-03-11,38.5100
2016-03-14,37.2000
2016-03-15,36.3200
2016-03-16,38.4300
2016-03-17,40.1700
2016-03-18,39.4700
2016-03-21,39.9100
2016-03-22,41.4500
2016-03-23,38.2800
2016-03-24,38.1400
2016-03-28,37.9900
2016-03-29,36.9100
2016-03-30,36.9100
2016-03-31,36.9400
2016-04-01,35.3600
2016-04-04,34.3000
2016-04-05,34.5200
2016-04-06,37.7400
2016-04-07,37.3000
2016-04-08,39.7400
2016-04-11,40.4600
2016-04-12,42.1200
2016-04-13,41.7000
2016-04-14,41.4500
2016-04-15,40.4000
2016-04-18,39.7400
2016-04-19,40.8800
2016-04-20,42.7200
2016-04-21,43.1800
2016-04-22,42.7600
2016-04-25,41.6700
2016-04-26,42.5200
2016-04-27,45.2900
2016-04-28,46.0300
2016-04-29,45.9800
2016-05-02,44.7500
2016-05-03,43.6500
2016-05-04,43.7700
2016-05-05,44.3300
2016-05-06,44.5800
2016-05-09,43.4500
2016-05-10,44.6800
2016-05-11,46.2100
2016-05-12,46.6400
2016-05-13,46.2200
2016-05-16,47.7200
2016-05-17,48.2900
2016-05-18,48.1200
2016-05-19,48.1600
2016-05-20,47.6700
2016-05-23,48.1200
2016-05-24,48.0400
2016-05-25,49.1000
2016-05-26,49.0000
2016-05-27,49.3600
2016-05-31,49.1000
2016-06-01,49.0700
2016-06-02,49.1400
2016-06-03,48.6900
2016-06-06,49.7100
2016-06-07,50.3700
2016-06-08,51.2300
2016-06-09,50.5200
2016-06-10,49.0900
2016-06-13,48.8900
2016-06-14,48.4900
2016-06-15,47.9200
2016-06-16,46.1400
2016-06-17,48.0000
2016-06-20,49.4000
2016-06-21,48.9500
2016-06-22,49.1600
2016-06-23,49.3400
2016-06-24,46.7000
2016-06-27,45.8000
2016-06-28,47.9300
2016-06-29,49.8500
2016-06-30,48.2700
2016-07-01,49.0200
2016-07-05,46.7300
2016-07-06,47.3700
2016-07-07,45.2200
2016-07-08,45.3700
2016-07-11,44.7300
2016-07-12,46.8200
2016-07-13,44.8700
2016-07-14,45.6400
2016-07-15,45.9300
2016-07-18,45.2300
2016-07-19,44.6400
2016-07-20,44.9600
2016-07-21,43.9600
2016-07-22,43.4100
2016-07-25,42.4000
2016-07-26,42.1600
2016-07-27,41.9000
2016-07-28,41.1300
2016-07-29,41.5400
2016-08-01,40.0500
2016-08-02,39.5000
2016-08-03,40.8000
2016-08-04,41.9200
2016-08-05,41.8300
2016-08-08,43.0600
2016-08-09,42.7800
2016-08-10,41.7500
2016-08-11,43.5100
2016-08-12,44.4700
2016-08-15,45.7200
2016-08-16,46.5700
2016-08-17,46.8100
2016-08-18,48.2000
2016-08-19,48.4800
2016-08-22,46.8000
2016-08-23,47.5400
2016-08-24,46.2900
2016-08-25,46.9700
2016-08-26,47.6400
2016-08-29,46.9700
2016-08-30,46.3200
2016-08-31,44.6800
2016-09-01,43.1700
2016-09-02,44.3900
2016-09-06,44.8500
2016-09-07,45.4700
2016-09-08,47.6300
2016-09-09,45.8800
2016-09-12,46.2800
2016-09-13,44.9100
2016-09-14,43.6200
2016-09-15,43.8500
2016-09-16,43.0400
2016-09-19,43.3400
2016-09-20,43.8500
2016-09-21,45.3300
2016-09-22,46.1000
2016-09-23,44.3600
2016-09-26,45.6000
2016-09-27,44.6500
2016-09-28,47.0700
2016-09-29,47.7200
2016-09-30,47.7200
2016-10-03,48.8000
2016-10-04,48.6700
2016-10-05,49.7500
2016-10-06,50.4400
2016-10-07,49.7600
2016-10-10,49.7600
2016-10-11,50.7200
2016-10-12,50.1400
2016-10-13,50.4700
2016-10-14,50.3500
2016-10-17,49.9700
2016-10-18,50.3000
2016-10-19,51.5900
2016-10-20,50.3100
2016-10-21,50.6100
2016-10-24,50.1800
2016-10-25,49.4500
2016-10-26,48.7500
2016-10-27,49.7100
2016-10-28,48.7200
2016-10-31,46.8300
2016-11-01,46.6600
2016-11-02,45.3200
2016-11-03,44.6600
2016-11-04,44.0700
2016-11-07,44.8800
2016-11-08,44.9600
2016-11-09,45.2000
2016-11-10,44.6200
2016-11-11,43.3900
2016-11-14,43.2900
2016-11-15,45.8600
2016-11-16,45.5600
2016-11-17,45.3700
2016-11-18,45.6900
2016-11-21,47.4800
2016-11-22,48.0700
2016-11-23,46.7200
2016-11-25,46.7200
2016-11-28,45.6600
2016-11-29,45.2900
2016-11-30,49.4100
2016-12-01,51.0800
2016-12-02,51.7000
2016-12-05,51.7200
2016-12-06,50.9500
2016-12-07,49.8500
2016-12-08,50.8400
2016-12-09,51.5100
2016-12-12,52.7400
2016-12-13,52.9900
2016-12-14,51.0100
2016-12-15,50.9000
2016-12-16,51.9300
2016-12-19,52.1300
2016-12-20,52.2200
2016-12-21,51.4400
2016-12-22,51.9800
2016-12-23,52.0100
2016-12-27,52.8200
2016-12-28,54.0100
2016-12-29,53.8000
2016-12-30,53.7500
2017-01-03,52.3600
2017-01-04,53.2600
2017-01-05,53.7700
2017-01-06,53.9800
2017-01-09,51.9500
2017-01-10,50.8200
2017-01-11,52.1900
2017-01-12,53.0100
2017-01-13,52.3600
2017-01-17,52.4500
2017-01-18,51.1200
2017-01-19,51.3900
2017-01-20,52.3300
2017-01-23,52.7700
2017-01-24,52.3800
2017-01-25,52.1400
2017-01-26,53.2400
2017-01-27,53.1800
2017-01-30,52.6300
2017-01-31,52.7500
2017-02-01,53.9000
2017-02-02,53.5500
2017-02-03,53.8100
2017-02-06,53.0100
2017-02-07,52.1900
2017-02-08,52.3700
2017-02-09,52.9900
2017-02-10,53.8400
2017-02-13,52.9600
2017-02-14,53.2100
2017-02-15,53.1100
2017-02-16,53.4100
2017-02-17,53.4100
2017-02-21,54.0200
2017-02-22,53.6100
2017-02-23,54.4800
2017-02-24,53.9900
2017-02-27,54.0400
2017-02-28,54.0000
2017-03-01,53.8200
2017-03-02,52.6300
2017-03-03,53.3300
2017-03-06,53.1900
2017-03-07,52.6800
2017-03-08,49.8300
2017-03-09,48.7500
2017-03-10,48.0500
2017-03-13,47.9500
2017-03-14,47.2400
2017-03-15,48.3400
2017-03-16,48.3000
2017-03-17,48.3400
2017-03-20,47.7900
2017-03-21,47.0200
2017-03-22,47.2900
2017-03-23,47.0000
2017-03-24,47.3000
2017-03-27,47.0200
2017-03-28,48.3600
2017-03-29,49.4700
2017-03-30,50.3000
2017-03-31,50.5400
2017-04-03,50.2500
2017-04-04,50.9900
2017-04-05,51.1400
2017-04-06,51.6900
2017-04-07,52.2500
2017-04-10,53.0600
2017-04-11,53.3800
2017-04-12,53.1200
2017-04-13,53.1900
2017-04-17,52.6200
2017-04-18,52.4600
2017-04-19,50.4900
2017-04-20,50.2600
2017-04-21,49.6400
2017-04-24,48.9000
2017-04-25,49.2200
2017-04-26,49.2200
2017-04-27,48.9600
2017-04-28,49.3100
2017-05-01,48.8300
2017-05-02,47.6500
2017-05-03,47.7900
2017-05-04,45.5500
2017-05-05,46.2300
2017-05-08,46.4600
2017-05-09,45.8400
2017-05-10,47.2800
2017-05-11,47.8100
2017-05-12,47.8300
2017-05-15,48.8600
2017-05-16,48.6400
2017-05-17,49.0400
2017-05-18,49.3600
2017-05-19,50.3200
2017-05-22,50.8100
2017-05-23,51.1200
2017-05-24,50.9900
2017-05-25,48.5700
2017-05-26,49.5800
2017-05-30,49.6300
2017-05-31,48.2900
2017-06-01,48.3200
2017-06-02,47.6800
2017-06-05,47.4000
2017-06-06,48.1300
2017-06-07,45.8000
2017-06-08,45.6800
2017-06-09,45.8200
2017-06-12,46.1000
2017-06-13,46.4100
2017-06-14,44.7900
2017-06-15,44.4700
2017-06-16,44.7300
2017-06-19,44.2400
2017-06-20,43.3400
2017-06-21,42.4800
2017-06-22,42.5300
2017-06-23,42.8600
2017-06-26,43.2400
2017-06-27,44.2500
2017-06-28,44.7400
2017-06-29,44.8800
2017-06-30,46.0200
2017-07-05,45.1100
2017-07-06,45.5200
2017-07-07,44.2500
2017-07-10,44.4000
2017-07-11,45.0600
2017-07-12,45.4800
2017-07-13,46.0600
2017-07-14,46.5300
2017-07-17,46.0200
2017-07-18,46.4000
2017-07-19,47.1000
2017-07-20,46.7300
2017-07-21,45.7800
2017-07-24,46.2100
2017-07-25,47.7700
2017-07-26,48.5800
2017-07-27,49.0500
2017-07-28,49.7200
2017-07-31,50.2100
2017-08-01,49.1900
2017-08-02,49.6000
2017-08-03,49.0300
2017-08-04,49.5700
2017-08-07,49.3700
2017-08-08,49.0700
2017-08-09,49.5900
2017-08-10,48.5400
2017-08-11,48.8100
2017-08-14,47.5900
2017-08-15,47.5700
2017-08-16,46.8000
2017-08-17,47.0700
2017-08-18,48.5900
2017-08-21,47.3900
2017-08-22,47.6500
2017-08-23,48.4500
2017-08-24,47.2400
2017-08-25,47.6500
2017-08-28,46.4000
2017-08-29,46.4600
2017-08-30,45.9600
2017-08-31,47.2600
2017-09-01,47.3200
2017-09-05,48.6300
2017-09-06,49.1300
2017-09-07,49.1000
2017-09-08,47.4400
2017-09-11,48.0600
2017-09-12,48.2100
2017-09-13,49.3000
2017-09-14,49.8600
2017-09-15,49.9000
2017-09-18,49.8800
2017-09-19,49.5400
2017-09-20,50.2900
2017-09-21,50.5800
2017-09-22,50.3300
2017-09-25,51.8500
2017-09-26,51.5900
2017-09-27,52.1400
2017-09-28,51.6200
2017-09-29,51.6700
2017-10-02,50.5900
2017-10-03,50.4400
2017-10-04,50.0000
2017-10-05,50.7900
2017-10-06,49.3400
2017-10-09,49.5800
2017-10-10,50.9300
2017-10-11,51.3000
2017-10-12,50.6100
2017-10-13,51.4300
2017-10-16,51.8600
2017-10-17,51.8700
2017-10-18,52.0500
2017-10-19,51.2900
2017-10-20,51.6300
2017-10-23,51.9100
2017-10-24,52.3200
2017-10-25,51.9700
2017-10-26,52.4100
2017-10-27,53.9200
2017-10-30,54.1100
2017-10-31,54.3600
2017-11-01,54.3200
2017-11-02,54.5500
2017-11-03,55.6300
2017-11-06,57.3400
2017-11-07,57.1900
2017-11-08,56.8200
2017-11-09,57.1600
2017-11-10,56.7500
2017-11-13,56.7700
2017-11-14,55.6700
2017-11-15,55.2800
2017-11-16,55.1400
2017-11-17,56.2100
2017-11-20,56.2100
2017-11-21,56.8400
2017-11-22,57.8800
2017-11-24,58.9400
2017-11-27,58.1000
2017-11-28,57.9600
2017-11-29,57.2500
2017-11-30,57.4000
2017-12-01,58.3500
2017-12-04,57.4800
2017-12-05,57.6600
2017-12-06,55.7900
2017-12-07,56.5000
2017-12-08,57.1500
2017-12-11,57.8400
2017-12-12,57.1200
2017-12-13,56.5900
2017-12-14,57.0000
2017-12-15,57.2900
2017-12-18,57.1700
2017-12-19,57.4900
2017-12-20,58.0900
2017-12-21,58.3400
2017-12-22,58.2500
2017-12-26,59.5500
2017-12-27,59.6700
2017-12-28,59.8400
2017-12-29,60.4600
2018-01-02,60.3700
2018-01-03,61.6100
2018-01-04,61.9800
2018-01-05,61.4900
2018-01-08,61.7300
2018-01-09,62.9200
2018-01-10,63.6000
2018-01-11,63.8100
2018-01-12,64.2200
2018-01-16,63.8200
2018-01-17,63.9200
2018-01-18,63.9600
2018-01-19,63.3800
2018-01-22,63.6600
2018-01-23,64.4500
2018-01-24,65.6900
2018-01-25,65.6200
2018-01-26,66.2700
2018-01-29,65.7100
2018-01-30,64.6400
2018-01-31,64.8200
2018-02-01,65.9200
2018-02-02,65.5000
2018-02-05,64.1800
2018-02-06,63.4800
2018-02-07,61.9100
2018-02-08,61.3000
2018-02-09,59.2000
2018-02-12,59.4100
2018-02-13,59.3300
2018-02-14,60.7000
2018-02-15,61.4800
2018-02-16,61.8900
2018-02-20,61.9100
2018-02-21,61.7300
2018-02-22,62.7200
2018-02-23,63.5200
2018-02-26,63.8100
2018-02-27,62.9400
2018-02-28,61.4300
2018-03-01,60.9800
2018-03-02,61.1900
2018-03-05,62.4900
2018-03-06,62.5400
2018-03-07,61.0900
2018-03-08,60.1300
2018-03-09,62.0200
2018-03-12,61.3500
2018-03-13,60.6900
2018-03-14,60.8900
2018-03-15,61.1600
2018-03-16,62.2900
2018-03-19,62.0100
2018-03-20,63.3700
2018-03-21,65.1000
2018-03-22,64.2500
2018-03-23,65.8000
2018-03-26,65.4900
2018-03-27,65.2100
2018-03-28,64.3000
2018-03-29,64.8700
2018-04-02,63.0500
2018-04-03,63.4100
2018-04-04,63.3500
2018-04-05,63.5300
2018-04-06,62.0300
2018-04-09,63.4000
2018-04-10,65.4800
2018-04-11,66.8100
2018-04-12,67.0700
2018-04-13,67.3500
2018-04-16,66.2300
2018-04-17,66.5000
2018-04-18,68.4400
2018-04-19,68.3000
2018-04-20,68.2600
2018-04-23,67.6100
2018-04-24,67.6600
2018-04-25,68.0000
2018-04-26,68.1800
2018-04-27,68.1100
2018-04-30,68.5600
2018-05-01,67.2800
2018-05-02,67.9100
2018-05-03,68.4500
2018-05-04,69.7100
2018-05-07,70.7400
2018-05-08,68.8300
2018-05-09,71.1600
2018-05-10,71.3600
2018-05-11,70.6900
2018-05-14,71.0100
2018-05-15,71.3400
2018-05-16,71.4300
2018-05-17,71.4700
2018-05-18,71.2300
2018-05-21,72.2600
2018-05-22,72.0900
2018-05-23,71.8500
2018-05-24,70.7700
2018-05-25,67.9200
2018-05-29,66.8000
2018-05-30,68.2400
2018-05-31,66.9800
2018-06-01,65.8100
2018-06-04,64.7600
2018-06-05,65.5100
2018-06-06,64.7500
2018-06-07,65.9600
2018-06-08,65.7700
2018-06-11,66.1000
2018-06-12,66.3800
2018-06-13,66.6300
2018-06-14,66.9100
2018-06-15,65.0100
2018-06-18,65.9100
2018-06-19,65.0900
2018-06-20,65.9200
2018-06-21,65.6800
2018-06-22,69.0200
2018-06-25,69.9100
2018-06-26,75.2300
2018-06-27,77.4100
2018-06-28,73.4500
2018-06-29,74.1300
2018-07-02,73.8900
2018-07-03,74.1900
2018-07-05,73.0500
2018-07-06,73.7800
2018-07-09,73.9300
2018-07-10,74.1100
2018-07-11,70.4700
2018-07-12,70.2800
2018-07-13,71.0300
2018-07-16,68.2200
2018-07-17,68.0300
2018-07-18,68.7800
2018-07-19,69.4200
2018-07-20,70.3100
2018-07-23,67.9000
2018-07-24,70.7700
2018-07-25,71.1300
2018-07-26,71.5900
2018-07-27,68.6600
2018-07-30,71.1900
2018-07-31,69.8800
2018-08-01,68.8000
2018-08-02,68.9500
2018-08-03,68.4900
2018-08-06,69.0100
2018-08-07,69.1700
2018-08-08,66.9200
2018-08-09,66.8100
2018-08-10,67.6100
2018-08-13,67.2500
2018-08-14,67.0400
2018-08-15,65.0700
2018-08-16,65.4400
2018-08-17,65.9300
2018-08-20,66.5000
2018-08-21,67.3200
2018-08-22,67.8500
2018-08-23,69.1300
2018-08-24,69.7100
2018-08-27,69.9700
2018-08-28,68.5400
2018-08-29,69.6800
2018-08-30,70.2500
2018-08-31,69.8400
2018-09-04,69.8200
2018-09-05,68.6900
2018-09-06,67.8100
2018-09-07,67.7300
2018-09-10,67.5500
2018-09-11,69.2900
2018-09-12,70.3700
2018-09-13,68.6000
2018-09-14,68.9800
2018-09-17,68.8600
2018-09-18,69.8700
2018-09-19,71.0800
2018-09-20,70.7700
2018-09-21,70.8000
2018-09-24,73.2300
2018-09-25,73.4000
2018-09-26,72.2200
2018-09-27,72.1800
2018-09-28,73.1600
2018-10-01,75.3700
2018-10-02,75.1600
2018-10-03,76.4000
2018-10-04,74.4400
2018-10-05,74.2600
2018-10-08,74.2700
2018-10-09,74.9500
2018-10-10,73.1800
2018-10-11,70.9700
2018-10-12,71.4100
2018-10-15,71.8400
2018-10-16,71.9300
2018-10-17,69.6300
2018-10-18,68.6300
2018-10-19,69.1600
2018-10-22,69.2500
2018-10-23,66.4900
2018-10-24,66.5600
2018-10-25,67.2500
2018-10-26,67.5800
2018-10-29,67.0000
2018-10-30,66.1800
2018-10-31,65.3100
2018-11-01,63.6700
2018-11-02,63.1200
2018-11-05,63.1200
2018-11-06,62.1600
2018-11-07,61.6900
2018-11-08,60.7100
2018-11-09,60.1900
2018-11-12,59.8500
2018-11-13,55.6300
2018-11-14,56.1600
2018-11-15,56.4500
2018-11-16,56.4900
2018-11-19,57.1600
2018-11-20,53.3900
2018-11-21,54.4100
2018-11-26,51.4600
2018-11-27,51.3100
2018-11-28,50.0600
2018-11-29,51.4600
2018-11-30,50.7800
2018-12-03,52.9800
2018-12-04,53.2100
2018-12-05,52.6400
2018-12-06,51.5400
2018-12-07,52.7600
2018-12-10,51.0700
2018-12-11,51.6500
2018-12-12,51.0400
2018-12-13,52.6900
2018-12-14,51.2600
2018-12-17,49.8000
2018-12-18,46.1200
2018-12-19,47.9600
2018-12-20,45.6400
2018-12-21,45.3800
2018-12-26,46.0400
2018-12-27,44.4800
2018-12-28,45.1500
2019-01-02,46.3100
2019-01-03,46.9200
2019-01-04,47.7600
2019-01-07,48.2700
2019-01-08,49.5800
2019-01-09,52.1900
2019-01-10,52.4200
2019-01-11,51.4400
2019-01-14,50.3100
2019-01-15,51.8000
2019-01-16,52.0800
2019-01-17,51.8300
2019-01-18,53.6000
2019-01-22,52.5900
2019-01-23,52.4400
2019-01-24,52.9400
2019-01-25,53.5300
2019-01-28,51.7900
2019-01-29,53.0700
2019-01-30,54.1800
2019-01-31,53.8400
2019-02-01,55.2900
2019-02-04,54.5700
2019-02-05,53.6900
2019-02-06,53.9400
2019-02-07,52.6800
2019-02-08,52.7500
2019-02-11,52.4300
2019-02-12,53.1400
2019-02-13,53.8400
2019-02-14,54.4000
2019-02-15,55.5800
2019-02-19,56.1200
2019-02-20,56.9000
2019-02-21,56.9500
2019-02-22,57.0100
2019-02-25,55.3200
2019-02-26,55.4000
2019-02-27,56.9200
2019-02-28,57.2100
2019-03-01,55.7600
2019-03-04,56.6000
2019-03-05,56.5500
2019-03-06,56.2200
2019-03-07,56.6000
2019-03-08,55.7700
2019-03-11,56.7900
2019-03-12,56.8900
2019-03-13,58.2700
2019-03-14,58.5900
2019-03-15,58.5100
2019-03-18,59.0900
2019-03-19,59.1200
2019-03-20,60.1200
2019-03-21,59.9800
2019-03-22,58.8700
2019-03-25,58.7100
2019-03-26,59.8700
2019-03-27,59.3900
2019-03-28,59.2900
2019-03-29,60.1900
2019-04-01,61.5900
2019-04-02,62.5300
2019-04-03,62.4600
2019-04-04,62.1200
2019-04-05,63.1000
2019-04-08,64.3700
2019-04-09,64.0500
2019-04-10,64.6200
2019-04-11,63.6100
2019-04-12,63.8600
2019-04-15,63.4300
2019-04-16,64.0100
2019-04-17,63.7400
2019-04-18,64.0200
2019-04-22,65.6600
2019-04-23,66.2400
2019-04-24,65.9600
2019-04-25,65.2300
2019-04-26,63.2900
2019-04-29,63.3900
2019-04-30,63.8300
2019-05-01,63.5500
2019-05-02,61.7500
2019-05-03,61.9800
2019-05-06,62.3000
2019-05-07,61.4100
2019-05-08,62.1300
2019-05-09,61.5800
2019-05-10,61.6500
2019-05-13,60.9700
2019-05-14,61.8200
2019-05-15,62.0300
2019-05-16,62.9300
2019-05-17,62.7700
2019-05-20,63.1200
2019-05-21,63.0200
2019-05-22,61.4200
